Id,Start,Name,Impact,Currency
49eb3f04-51d7-4fa0-90f4-d136e3501049,08/21/2025 00:00:00,Jackson Hole Symposium,HIGH,USD
f2b82b49-fbaf-4091-a800-e911fad5999d,08/21/2025 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
412d4016-2503-457b-8f44-4da11af3e3cc,08/21/2025 13:45:00,S&P Global Services PMI,HIGH,USD
ec01f524-7435-47c9-a535-b55f2d98efad,08/22/2025 00:00:00,Jackson Hole Symposium,HIGH,USD
b35b11bb-93dd-43c7-a055-9da71164cbc0,08/22/2025 14:00:00,Fed's Chair Powell speech,HIGH,USD
ff61bfef-c474-4e04-876c-54c7ddfd4ac8,08/23/2025 00:00:00,Jackson Hole Symposium,HIGH,USD
dc7dce08-d168-4b19-aabb-6eede923ddb0,08/28/2025 12:30:00,Gross Domestic Product Annualized,HIGH,USD
c345375f-d11e-4cad-a00e-b570c50a648f,08/29/2025 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
c51d4b18-ca34-4444-8d5f-054a9a5ca36d,08/29/2025 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
065edda3-acf6-4116-bd64-edd3f5e1b9a1,09/02/2025 14:00:00,ISM Manufacturing PMI,HIGH,USD
b6a98c5f-8e88-4255-a290-0b156d9511f7,09/02/2025 18:00:00,President Trump speech,HIGH,USD
95fb6a14-de35-4739-b3d9-154801b24a13,09/04/2025 12:15:00,ADP Employment Change,HIGH,USD
90cda190-ed8a-4538-bdd0-3e3c075929a4,09/04/2025 14:00:00,ISM Services PMI,HIGH,USD
c2d08b4e-b4bd-4343-b9f4-7afc777e8f20,09/05/2025 12:30:00,Average Hourly Earnings (MoM),HIGH,USD
e0905c18-3bc4-4db1-b589-4501f84e76c7,09/05/2025 12:30:00,Average Hourly Earnings (YoY),HIGH,USD
eb049629-f7b2-4d7b-87a2-f06e75cd6af4,09/05/2025 12:30:00,Nonfarm Payrolls,HIGH,USD
e8b9f489-b219-4b7e-aa5f-44d30531d0a2,09/09/2025 14:00:00,Nonfarm Payrolls Benchmark Revision,HIGH,USD
a35540f4-f96e-4da8-b41f-a7501311026f,09/10/2025 12:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
f64a50f1-dfeb-4088-a129-9805b282a258,09/11/2025 12:30:00,Consumer Price Index (MoM),HIGH,USD
293d9b9f-b8c2-4f1c-b98b-de99421b6ad1,09/11/2025 12:30:00,Consumer Price Index (YoY),HIGH,USD
e749b779-1a01-4f8a-b170-ca0469a4c58d,09/11/2025 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
e29eeaa2-1bb8-43f5-91a4-dc174cda8050,09/11/2025 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
443aba1b-fce8-4ee3-af6d-4b32b7df1d3a,09/12/2025 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
53be52dd-86da-4d02-8da0-edaf38144133,09/16/2025 12:30:00,Retail Sales (MoM),HIGH,USD
1dc49765-46f1-4640-bb46-7d6eef6fdd0f,09/16/2025 12:30:00,Retail Sales Control Group,HIGH,USD
fd6b9107-32ec-42d0-8c40-27f48ff65b81,09/17/2025 18:00:00,Fed Interest Rate Decision,HIGH,USD
986c01ff-940b-4b6e-84a3-d645542af6ce,09/17/2025 18:00:00,Fed Monetary Policy Statement,HIGH,USD
03c44fcf-fad6-4397-933a-f5df4d0b4d80,09/17/2025 18:00:00,FOMC Economic Projections,HIGH,USD
8397569f-6ed1-4db8-b2c5-38b5835b8531,09/17/2025 18:00:00,Interest Rate Projections - 1st year,HIGH,USD
d434fbe7-11ca-4694-afa8-3c2dd1b75ae7,09/17/2025 18:00:00,Interest Rate Projections - 2nd year,HIGH,USD
d5e197dc-ac8e-469f-af72-da6a15b52df6,09/17/2025 18:00:00,Interest Rate Projections - 3rd year,HIGH,USD
9ed9b74c-bc12-4a47-af9e-3e730e15f8a0,09/17/2025 18:00:00,Interest Rate Projections - Current,HIGH,USD
2d196b2d-a368-45d8-8857-a33d9f4e8ba1,09/17/2025 18:00:00,Interest Rate Projections - Longer,HIGH,USD
7cd0fa75-bb0c-46a9-8bab-613d0cc2c6f0,09/17/2025 18:30:00,FOMC Press Conference,HIGH,USD
515f7394-87a8-41c1-bea8-ba48c657fa13,09/23/2025 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
99dcb9e0-60e3-4273-b885-e4c15464aca7,09/23/2025 13:45:00,S&P Global Services PMI,HIGH,USD
a7f1de1c-a2d2-422b-99bc-6b89b0b6ffdc,09/23/2025 16:35:00,Fed's Chair Powell speech,HIGH,USD
22763d70-3198-44c4-92f5-da26a37ec2ac,09/25/2025 12:30:00,Gross Domestic Product Annualized,HIGH,USD
b8225b11-9169-4534-8384-5abecc9be103,09/26/2025 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
5d82bf81-1d17-411e-8213-1178a00ad414,09/26/2025 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
01214b5c-2d19-4626-b1ba-73135512dfec,10/01/2025 12:15:00,ADP Employment Change,HIGH,USD
283b3e4f-0c11-4bfb-94f8-79aec52e03ab,10/01/2025 14:00:00,ISM Manufacturing PMI,HIGH,USD
f32483ff-d90d-47db-a9f8-50872fefd497,10/03/2025 14:00:00,ISM Services PMI,HIGH,USD
a20ecb3d-4ca6-46b1-9135-82c2ee17e27a,10/08/2025 18:00:00,FOMC Minutes,HIGH,USD
4b1a7fb4-3ec1-48b7-9c55-909af7c93901,10/09/2025 12:30:00,Fed's Chair Powell speech,HIGH,USD
b975f628-94e1-421c-bc33-18e330e22cc8,10/10/2025 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
47c3c551-af89-43cc-add9-a8cac7718a19,10/14/2025 16:20:00,Fed's Chair Powell speech,HIGH,USD
dd9bd076-424a-4e36-8cf0-82ca7f14a6ed,10/24/2025 12:30:00,Consumer Price Index (MoM),HIGH,USD
27150c51-76d8-4a67-b1b1-083a234ae131,10/24/2025 12:30:00,Consumer Price Index (YoY),HIGH,USD
2d3a4806-ec98-4d2d-b5c1-12c450b6bb8a,10/24/2025 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
1bb8a3d9-0f2b-4fab-aa07-7be72e2741d2,10/24/2025 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
19be924f-0eba-42cd-9962-65dfe3edaa7b,10/24/2025 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
f6150fa9-1800-46e9-9a16-345ac49ee849,10/24/2025 13:45:00,S&P Global Services PMI,HIGH,USD
67e7d0aa-af5f-4932-9580-026b3b39f235,10/29/2025 18:00:00,Fed Interest Rate Decision,HIGH,USD
cc779624-52f0-4113-bb34-a2244c66caef,10/29/2025 18:00:00,Fed Monetary Policy Statement,HIGH,USD
e50c8d51-d027-42e1-900f-3cc0a22e9de1,10/29/2025 18:30:00,FOMC Press Conference,HIGH,USD
c70a03d3-f806-4894-aa25-7b8bf9181d35,10/30/2025 02:00:00,Trump - Xi meeting,HIGH,USD
a2014eca-4e8f-42bf-a48e-844b0d02e623,11/03/2025 15:00:00,ISM Manufacturing PMI,HIGH,USD
c4d59609-bbc8-4fbe-88ef-8d270b255b22,11/05/2025 13:15:00,ADP Employment Change,HIGH,USD
33f3dc1f-1f8e-4121-a356-154752e772be,11/05/2025 15:00:00,ISM Services PMI,HIGH,USD
f5d35185-2a4c-41c1-ae55-2755dc70b6b2,11/07/2025 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
f7c20532-9307-4266-862f-749bfed9457b,11/19/2025 19:00:00,FOMC Minutes,HIGH,USD
b0b52aa6-e69b-4612-ae29-b4cdb3c34f15,11/20/2025 13:30:00,Average Hourly Earnings (MoM),HIGH,USD
908eb4b3-8dbe-4975-8729-dd3260000c5f,11/20/2025 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
cee19840-c0ec-46cd-9b31-e128a444021c,11/20/2025 13:30:00,Average Weekly Hours,HIGH,USD
17474707-7c40-4bc4-82c2-0ee50e526ec2,11/20/2025 13:30:00,Labor Force Participation Rate,HIGH,USD
4104b299-fbb4-498d-96a4-1496514f44a3,11/20/2025 13:30:00,Nonfarm Payrolls,HIGH,USD
3bc5f4af-b51f-44fe-bb10-b3452b9db887,11/20/2025 13:30:00,U6 Underemployment Rate,HIGH,USD
446e485a-666d-4d06-8626-f303bf048603,11/20/2025 13:30:00,Unemployment Rate,HIGH,USD
c214a971-7443-42fd-a090-cb54dc2796a7,11/21/2025 14:45:00,S&P Global Manufacturing PMI,HIGH,USD
d7babcb7-df89-470d-aa40-4817642e1788,11/21/2025 14:45:00,S&P Global Services PMI,HIGH,USD
f846354f-70ca-4ff6-9bd4-fbdc00893ce7,11/25/2025 13:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
39ff798a-f73f-4c96-802b-d3d634516c53,11/25/2025 13:30:00,Retail Sales (MoM),HIGH,USD
6fd7ccbd-163c-4ce8-a83d-60e69014865a,11/25/2025 13:30:00,Retail Sales Control Group,HIGH,USD
88042bbd-76d1-430e-a2f0-5c797496781f,12/01/2025 15:00:00,ISM Manufacturing PMI,HIGH,USD
cbf4128d-8302-43d5-9559-e4a1fd1faa0e,12/02/2025 01:00:00,Fed's Chair Powell speech,HIGH,USD
fd0e14a2-37bd-471c-be4b-ef6f356879d2,12/03/2025 13:15:00,ADP Employment Change,HIGH,USD
d96b6df2-d568-40ef-9cf9-1ef2158de061,12/03/2025 15:00:00,ISM Services PMI,HIGH,USD
58913856-1928-4925-a2a1-fb72f98f7507,12/05/2025 15:00:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
3e3efc42-db4a-4f62-a713-9db2cca70189,12/05/2025 15:00:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
3a0a5804-01de-42ce-9f6f-fa653ac24943,12/05/2025 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
6b646c38-a57d-47e3-8acd-95a52eb7dced,12/10/2025 19:00:00,Fed Interest Rate Decision,HIGH,USD
be382896-4789-47cd-8183-232a871e601e,12/10/2025 19:00:00,Fed Monetary Policy Statement,HIGH,USD
384a569e-bb3b-4cf8-8281-ef96a10ecaa7,12/10/2025 19:00:00,FOMC Economic Projections,HIGH,USD
d6ba9dfe-86fc-4713-b2ca-296056defaf8,12/10/2025 19:00:00,Interest Rate Projections - 1st year,HIGH,USD
82be4b9b-fbf2-43e5-96f3-22f7284e0505,12/10/2025 19:00:00,Interest Rate Projections - 2nd year,HIGH,USD
4e5a6738-206e-4bfa-aba8-09e7dfd3fa36,12/10/2025 19:00:00,Interest Rate Projections - 3rd year,HIGH,USD
e9046585-913e-4c8e-88fa-dfdb8653d65c,12/10/2025 19:00:00,Interest Rate Projections - Current,HIGH,USD
e38bb734-97b5-4493-a94e-0620db18783b,12/10/2025 19:00:00,Interest Rate Projections - Longer,HIGH,USD
e2600a0c-79ad-422e-89f8-d29ed465d5ea,12/10/2025 19:30:00,FOMC Press Conference,HIGH,USD
2bd546c9-f79c-47ce-8380-70e0e317bc23,12/16/2025 13:30:00,Average Hourly Earnings (MoM),HIGH,USD
005d5f36-ca6f-4411-a7c4-ff2a5c724c77,12/16/2025 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
009580ae-1874-49c4-97e6-544587ece0d0,12/16/2025 13:30:00,Nonfarm Payrolls,HIGH,USD
c09c6f85-fdeb-4629-8603-c2e5589a385e,12/16/2025 13:30:00,Retail Sales (MoM),HIGH,USD
8142c04f-80bd-4935-a307-29acf01c90dc,12/16/2025 13:30:00,Retail Sales Control Group,HIGH,USD
57b34c04-d5e9-4cd1-8061-3fc9f3f04377,12/16/2025 13:30:05,Average Hourly Earnings (MoM),HIGH,USD
4bf747eb-8856-4065-b363-148805176229,12/16/2025 13:30:05,Average Hourly Earnings (YoY),HIGH,USD
c7b28bbe-61a9-4fbc-9c6a-4b6a83a74a35,12/16/2025 13:30:05,Nonfarm Payrolls,HIGH,USD
d5e7aaa5-a3bc-4066-8400-4c34a033b14d,12/16/2025 14:45:00,S&P Global Manufacturing PMI,HIGH,USD
3ae68c26-1571-4359-84b9-79d151ab7ac1,12/16/2025 14:45:00,S&P Global Services PMI,HIGH,USD
c3d148e7-6510-472a-99f0-8ce7a6e0888a,12/18/2025 13:30:00,Consumer Price Index (YoY),HIGH,USD
cfe51088-7290-4c99-83d7-2bfeb300f040,12/18/2025 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
a95ac800-bd88-44b0-ba25-7ef331b99fd3,12/23/2025 13:30:00,Gross Domestic Product Annualized,HIGH,USD
0030af25-8db0-410e-9e47-28c61a85f658,12/30/2025 19:00:00,FOMC Minutes,HIGH,USD
b1c30b4d-77a7-41cf-b026-9b5d656bdd2e,01/05/2026 15:00:00,ISM Manufacturing PMI,HIGH,USD
98d4d576-8882-4d48-bb72-8477e90b254a,01/07/2026 13:15:00,ADP Employment Change,HIGH,USD
2d572c3f-78e1-4cb9-bf11-74b44662f270,01/07/2026 15:00:00,ISM Services PMI,HIGH,USD
6a5032d1-9706-4fec-bb67-d91cd4f177b5,01/09/2026 13:30:00,Average Hourly Earnings (MoM),HIGH,USD
40e1d4ab-bc43-4d85-82c1-6f1b4eaafdf0,01/09/2026 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
b5ca800d-5869-43a8-83d5-67b83bc35c72,01/09/2026 13:30:00,Nonfarm Payrolls,HIGH,USD
93937022-4c92-4ab3-bb0b-948b87413138,01/09/2026 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
8ba28bb8-e66c-4344-9293-1be2707d2823,01/12/2026 01:00:00,Fed's Chair Powell speech,HIGH,USD
d5847064-3ed5-4ee0-8b1a-57852334d94b,01/13/2026 13:30:00,Consumer Price Index (MoM),HIGH,USD
cf310aba-8bef-4e93-94fc-a38747636f8f,01/13/2026 13:30:00,Consumer Price Index (YoY),HIGH,USD
cdaa4f61-217f-4c11-81ef-51420a8629d7,01/13/2026 13:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
750f257e-7b7d-473b-9029-0d4f8c5796b2,01/13/2026 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
cc624134-6312-4610-877e-b7fbfae3b9bb,01/14/2026 13:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
6210a9cb-3069-4ff7-a686-4df2beae0e63,01/14/2026 13:30:00,Retail Sales (MoM),HIGH,USD
3fec0ee2-d829-48ab-ac06-91603347f29e,01/14/2026 13:30:00,Retail Sales Control Group,HIGH,USD
69bea06d-e12e-4ae8-b529-5314f794e60b,01/14/2026 13:30:05,Producer Price Index ex Food & Energy (YoY),HIGH,USD
eede1217-5a24-47f2-80ae-6b0d3e9b2ed6,01/21/2026 13:30:00,President Trump speech,HIGH,USD
935ff61c-0d3b-4be8-b2ae-5c3330dbb755,01/22/2026 13:30:00,Gross Domestic Product Annualized,HIGH,USD
85456e4a-cfc9-4f4c-9699-b87c306adb1a,01/22/2026 15:00:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
4ac68bb1-f279-4b63-b365-25ff19844e5c,01/22/2026 15:00:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
a034d0f5-76c4-4f6f-89fd-eef09c34b565,01/22/2026 15:00:05,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
805c92b9-147e-4e54-a23e-4a247baead6f,01/22/2026 15:00:05,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
941e97df-7fb0-42ec-88ff-7a829cee7b84,01/23/2026 14:45:00,S&P Global Manufacturing PMI,HIGH,USD
e5104ef9-d6bd-415a-b394-7e3066779e59,01/23/2026 14:45:00,S&P Global Services PMI,HIGH,USD
3d34109c-7a06-402e-b2b3-515fa2e66781,01/28/2026 19:00:00,Fed Interest Rate Decision,HIGH,USD
912c497f-d457-477c-9b8e-a1062514ec7b,01/28/2026 19:00:00,Fed Monetary Policy Statement,HIGH,USD
81b79ebc-a30e-4d5e-9fc2-9d34e73262b8,01/28/2026 19:30:00,FOMC Press Conference,HIGH,USD
780d40e5-2036-4fbb-a5f2-d3bc66b02c22,01/30/2026 13:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
de11f50f-e449-4389-9784-317d01cfee55,02/02/2026 15:00:00,ISM Manufacturing PMI,HIGH,USD
826111a0-209e-4e38-958d-83062ccfab35,02/04/2026 13:15:00,ADP Employment Change,HIGH,USD
d707b4d3-3800-4560-b369-bfc0eec75edd,02/04/2026 15:00:00,ISM Services PMI,HIGH,USD
f909886c-c00e-48d4-b2ad-0c6ae8b21467,02/06/2026 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
07504e18-72d2-4a71-8caa-850d9b1ac2bb,02/10/2026 13:30:00,Retail Sales (MoM),HIGH,USD
e9a67473-13be-4b99-abb7-523f3b12db38,02/10/2026 13:30:00,Retail Sales Control Group,HIGH,USD
b00f6f16-d3dc-4c2f-b169-96b989994c50,02/11/2026 13:30:00,Average Hourly Earnings (MoM),HIGH,USD
8d46d431-dab8-4e3a-9b50-73dde1fe4faa,02/11/2026 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
1b0394ed-1e71-419d-bcc3-1615fea5ef0c,02/11/2026 13:30:00,Nonfarm Payrolls,HIGH,USD
11443f76-0fc5-4a19-b145-e4dc16905df3,02/11/2026 13:30:00,Nonfarm Payrolls Benchmark Revision,HIGH,USD
d5a8c1af-d159-419a-a080-6c6fa89f92c4,02/13/2026 13:30:00,Consumer Price Index (MoM),HIGH,USD
9a2f7906-a936-4653-aafa-7a7cae82ed9b,02/13/2026 13:30:00,Consumer Price Index (YoY),HIGH,USD
717fad8f-d848-4432-80bb-6ed12cb42ac8,02/13/2026 13:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
64ef165f-d670-40ef-a2ed-e80dadd84e3c,02/13/2026 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
3e2e7610-2045-472d-b37e-25e7f86e69a9,02/18/2026 19:00:00,FOMC Minutes,HIGH,USD
db9ce46d-4849-4eed-bb9d-c23a1d4e8b43,02/20/2026 13:30:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
5473bbcf-234b-470d-bc7e-552c889e0ae5,02/20/2026 13:30:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
17963f94-e08a-486f-9bc9-902a38391be3,02/20/2026 13:30:00,Gross Domestic Product Annualized,HIGH,USD
08b7c79e-d316-402f-96fb-b14272856f8b,02/20/2026 14:45:00,S&P Global Manufacturing PMI,HIGH,USD
6c2ff190-2fe0-4813-8abb-520d9a099371,02/20/2026 14:45:00,S&P Global Services PMI,HIGH,USD
0c6418d4-7d17-40d3-b1c0-3b8ba587cbbc,02/25/2026 02:00:00,President Trump speech,HIGH,USD
64946464-aff3-44d1-9eec-7dca2bd2fe00,02/27/2026 13:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
bb0c15f3-77e4-4583-aeed-6cdbac1fdc9a,03/02/2026 15:00:00,ISM Manufacturing PMI,HIGH,USD
5203e68a-d0e6-4374-ba75-9bc8081a5ea9,03/04/2026 13:15:00,ADP Employment Change,HIGH,USD
6638ce76-00c6-4afb-9dfe-7a11dc5a24ca,03/04/2026 15:00:00,ISM Services PMI,HIGH,USD
9a0a1ea5-52de-4476-9dd2-b18e733f465e,03/06/2026 13:30:00,Average Hourly Earnings (MoM),HIGH,USD
2205b8a3-bb5a-4b1c-9f09-1d00484257aa,03/06/2026 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
c20ad838-c094-4c00-8acc-7eb306d311ea,03/06/2026 13:30:00,Nonfarm Payrolls,HIGH,USD
29ca9772-8122-4a1d-9946-7058ea9699d9,03/06/2026 13:30:00,Retail Sales (MoM),HIGH,USD
5c3093e8-b1d4-48a0-927f-8005dc1dbf47,03/06/2026 13:30:00,Retail Sales Control Group,HIGH,USD
4a7e203c-cbd0-4a83-afd0-7c31e305fed2,03/11/2026 12:30:00,Consumer Price Index (MoM),HIGH,USD
3b4d7f0d-e6f1-4e61-85d7-60d118024150,03/11/2026 12:30:00,Consumer Price Index (YoY),HIGH,USD
5171b0e8-2d92-4efb-a830-cea8e915371c,03/11/2026 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
47b28b28-9c56-4288-8912-faa97ac4cc48,03/11/2026 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
4d10faed-b688-434c-b171-825d3e98c251,03/13/2026 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
e90591ee-54b0-444a-a903-5193f079eefa,03/13/2026 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
6bd96ef5-5cad-4c1a-97fa-c242e7fa4021,03/13/2026 12:30:00,Gross Domestic Product Annualized,HIGH,USD
ac1e979a-c4c7-4bef-8f3f-11cd3423a601,03/13/2026 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
580ac824-e8f7-49b9-a742-5f72731956c6,03/17/2026 12:30:00,Retail Sales (MoM),HIGH,USD
5837e5a2-2fd4-4d51-93e5-ca327898b5c5,03/17/2026 12:30:00,Retail Sales Control Group,HIGH,USD
8e47bd88-a28f-4b6a-a230-dca19315681e,03/18/2026 12:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
0cd3ddbc-0f4c-4957-a7a1-7e062fef1211,03/18/2026 18:00:00,Fed Interest Rate Decision,HIGH,USD
0dc8fd8e-c848-4fcb-aed3-6748b7b8cea8,03/18/2026 18:00:00,Fed Monetary Policy Statement,HIGH,USD
184f3239-6d21-4877-893d-7de0ce67fb3e,03/18/2026 18:00:00,FOMC Economic Projections,HIGH,USD
7dee14fb-5af0-48e7-8c8b-a269d82e2636,03/18/2026 18:00:00,Interest Rate Projections - 2nd year,HIGH,USD
dbdb078e-9fc1-4f9a-9bdd-f7ac48b888e7,03/18/2026 18:00:00,Interest Rate Projections - Current,HIGH,USD
a187a871-b4ae-44fe-b40c-bb3a9f7d25c2,03/18/2026 18:00:00,Interest Rate Projections - Longer,HIGH,USD
d6f0cf6c-586d-4a8a-8e23-252c8969afee,03/18/2026 18:30:00,FOMC Press Conference,HIGH,USD
78ff05ed-4cd4-48ba-a26e-66098f555e6c,03/24/2026 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
1e88510f-ece0-4fd4-b6c7-d079bfdcc650,03/24/2026 13:45:00,S&P Global Services PMI,HIGH,USD
763bde2c-24ad-4ded-8559-5e3ef8d1c024,03/31/2026 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
9d990f8b-d837-4f83-b2d7-981f8347a71d,03/31/2026 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
018899b3-cc3b-4fba-b558-4e3a0d83576c,03/31/2026 12:30:00,Gross Domestic Product Annualized,HIGH,USD
75f4d1ad-21af-4e3c-a760-cc8442e2bda1,04/01/2026 12:15:00,ADP Employment Change,HIGH,USD
9e03c746-7411-43fe-b60d-074e034c786b,04/01/2026 14:00:00,ISM Manufacturing PMI,HIGH,USD
19b62c60-8e5a-40ad-a58c-fee34bf337ed,04/03/2026 12:30:00,Average Hourly Earnings (MoM),HIGH,USD
e301893e-0392-410b-96eb-443eb2940081,04/03/2026 12:30:00,Average Hourly Earnings (YoY),HIGH,USD
c1d13c98-33db-4fb7-b9b4-a01ab5c6f492,04/03/2026 12:30:00,Nonfarm Payrolls,HIGH,USD
9c3bfcbb-f714-45fe-901a-0bb9015a9229,04/03/2026 14:00:00,ISM Services PMI,HIGH,USD
6ad5bf0c-cf2e-4142-849c-eff6168abc11,04/08/2026 18:00:00,FOMC Minutes,HIGH,USD
48e470fb-a677-4441-aef2-72f6d045b89d,04/10/2026 12:30:00,Consumer Price Index (MoM),HIGH,USD
90e55e61-611b-4f5e-8ce3-d1c9ebcdd67a,04/10/2026 12:30:00,Consumer Price Index (YoY),HIGH,USD
e46fe180-dda9-49ed-8d32-836ab4338881,04/10/2026 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
9e526466-58ce-44bf-a950-4d78b5b91431,04/10/2026 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
8374f536-7f2c-4e7c-a98a-09b10a73ef06,04/10/2026 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
1071adc3-3745-4adc-829a-ae8e6a4a07a2,04/14/2026 12:30:00,Producer Price Index ex Food & Energy (YoY),HIGH,USD
621c486e-80da-4808-b71d-25f70f24e098,04/15/2026 12:30:00,Retail Sales (MoM),HIGH,USD
c27146ab-a1ad-4e38-adfd-e39a2da32b5a,04/15/2026 12:30:00,Retail Sales Control Group,HIGH,USD
fb04b60d-18e8-48fa-bb41-2aeb297ccd19,04/23/2026 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
3e2208c9-3f0d-437b-8215-92033771906d,04/23/2026 13:45:00,S&P Global Services PMI,HIGH,USD
6a455150-4365-4535-9639-7777346bd34c,04/28/2026 12:30:00,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
21657d13-4af2-4b2f-9953-5cebed13cba0,04/28/2026 12:30:00,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
39c4bcd3-2437-4dc0-b78e-48a60d34b058,04/29/2026 18:00:00,Fed Interest Rate Decision,HIGH,USD
84e2b763-4c75-4208-bd23-5bd88169146a,04/29/2026 18:00:00,Fed Monetary Policy Statement,HIGH,USD
cbe19dce-d69b-442c-95c0-cb7b33bf1cd9,04/29/2026 18:30:00,FOMC Press Conference,HIGH,USD
09477936-2e03-4d42-bd9b-f745091dc205,04/30/2026 12:30:00,Gross Domestic Product Annualized,HIGH,USD
